geometry,building,x,y
"POLYGON ((1951596.595307113 8389071.346390927, 1951589.760290378 8389098.157851001, 1951610.577035157 8389103.449013028, 1951617.412051892 8389076.637533696, 1951596.595307113 8389071.346390927))",residential,"[1951596.5953071131, 1951589.7602903782, 1951610.5770351568, 1951617.4120518917, 1951596.5953071131]","[8389071.346390927, 8389098.157851001, 8389103.449013028, 8389076.637533696, 8389071.346390927]"
"POLYGON ((1951983.018655504 8389340.643704234, 1951981.471314582 8389317.655338336, 1952002.978240203 8389316.210230693, 1952004.514449176 8389339.198592076, 1951983.018655504 8389340.643704234))",residential,"[1951983.0186555039, 1951981.4713145818, 1952002.978240203, 1952004.5144491757, 1951983.0186555039]","[8389340.643704234, 8389317.655338336, 8389316.210230693, 8389339.198592076, 8389340.643704234]"
"POLYGON ((1951708.259888327 8389193.243724382, 1951739.06199143 8389196.133891724, 1951741.065742265 8389174.746680239, 1951710.274771111 8389171.85652128, 1951708.259888327 8389193.243724382))",residential,"[1951708.2598883274, 1951739.0619914301, 1951741.0657422645, 1951710.274771111, 1951708.2598883274]","[8389193.243724382, 8389196.133891724, 8389174.74668024, 8389171.85652128, 8389193.243724382]"
"POLYGON ((1952744.610951766 8387647.655713739, 1952742.573805084 8387616.95975295, 1952760.896993269 8387615.759479018, 1952762.923008001 8387646.455434808, 1952744.610951766 8387647.655713739))",residential,"[1952744.6109517661, 1952742.5738050845, 1952760.896993269, 1952762.9230080014, 1952744.6109517661]","[8387647.655713739, 8387616.95975295, 8387615.759479018, 8387646.455434808, 8387647.655713739]"
"POLYGON ((1951645.687202553 8389139.753601145, 1951675.498562187 8389148.00163722, 1951681.220384014 8389127.30375286, 1951651.40902438 8389119.055739949, 1951645.687202553 8389139.753601145))",residential,"[1951645.6872025526, 1951675.4985621872, 1951681.2203840138, 1951651.4090243797, 1951645.6872025526]","[8389139.753601145, 8389148.00163722, 8389127.30375286, 8389119.055739949, 8389139.753601145]"
"POLYGON ((1952043.03099299 8389309.584971577, 1952041.483652069 8389286.596702579, 1952062.99057769 8389285.151601026, 1952064.537918612 8389308.13986551, 1952043.03099299 8389309.584971577))",residential,"[1952043.0309929901, 1952041.4836520685, 1952062.99057769, 1952064.5379186117, 1952043.0309929901]","[8389309.584971577, 8389286.59670258, 8389285.151601026, 8389308.13986551, 8389309.584971577]"
"POLYGON ((1951777.834570074 8389106.672622005, 1951805.586519128 8389090.554591224, 1951794.79966047 8389072.01334149, 1951767.058843365 8389088.109099975, 1951777.834570074 8389106.672622005))",residential,"[1951777.8345700738, 1951805.5865191282, 1951794.7996604703, 1951767.058843365, 1951777.8345700738]","[8389106.672622005, 8389090.554591224, 8389072.01334149, 8389088.109099975, 8389106.672622005]"
"POLYGON ((1952758.82645074 8387550.54488946, 1952789.572894098 8387549.455761814, 1952790.207415195 8387567.815363643, 1952759.460971838 8387568.882266849, 1952758.82645074 8387550.54488946))",residential,"[1952758.8264507405, 1952789.5728940975, 1952790.2074151947, 1952759.4609718376, 1952758.8264507405]","[8387550.54488946, 8387549.4557618145, 8387567.815363643, 8387568.882266849, 8387550.54488946]"
"POLYGON ((1951584.728649395 8389116.254530121, 1951577.392694951 8389146.312011829, 1951598.265099475 8389151.403121093, 1951605.601053918 8389121.345618619, 1951584.728649395 8389116.254530121))",residential,"[1951584.7286493946, 1951577.392694951, 1951598.2650994752, 1951605.6010539185, 1951584.7286493946]","[8389116.25453012, 8389146.312011829, 8389151.403121093, 8389121.345618619, 8389116.25453012]"
"POLYGON ((1951983.319218129 8389369.012424843, 1951981.771877207 8389346.023970438, 1952003.278802828 8389344.578857232, 1952004.815011801 8389367.567307122, 1951983.319218129 8389369.012424843))",residential,"[1951983.319218129, 1951981.7718772069, 1952003.2788028282, 1952004.8150118012, 1951983.319218129]","[8389369.012424843, 8389346.023970438, 8389344.578857232, 8389367.567307122, 8389369.012424843]"
"POLYGON ((1951701.614114728 8389229.237504672, 1951732.082259357 8389234.550992999, 1951735.766934503 8389213.385991128, 1951705.298789873 8389208.072518064, 1951701.614114728 8389229.237504672))",residential,"[1951701.6141147276, 1951732.0822593572, 1951735.766934503, 1951705.2987898728, 1951701.6141147276]","[8389229.237504672, 8389234.550993, 8389213.385991128, 8389208.072518064, 8389229.237504672]"
"POLYGON ((1952782.203543807 8387644.054877538, 1952779.086598065 8387613.447840896, 1952797.354126504 8387611.602976368, 1952800.459940297 8387642.187777976, 1952782.203543807 8387644.054877538))",residential,"[1952782.203543807, 1952779.0865980645, 1952797.3541265037, 1952800.4599402968, 1952782.203543807]","[8387644.054877538, 8387613.4478408955, 8387611.602976368, 8387642.187777976, 8387644.054877538]"
"POLYGON ((1951635.022795335 8389191.998729566, 1951665.925085979 8389193.265956433, 1951666.804509956 8389171.78982532, 1951635.902219312 8389170.544834135, 1951635.022795335 8389191.998729566))",residential,"[1951635.0227953347, 1951665.925085979, 1951666.8045099562, 1951635.9022193118, 1951635.0227953347]","[8389191.998729566, 8389193.265956433, 8389171.78982532, 8389170.544834135, 8389191.998729566]"
"POLYGON ((1952046.014355344 8389336.75301831, 1952044.478146371 8389313.764664557, 1952065.973940043 8389312.319557669, 1952067.521280965 8389335.307906922, 1952046.014355344 8389336.75301831))",residential,"[1952046.0143553435, 1952044.478146371, 1952065.9739400428, 1952067.5212809648, 1952046.0143553435]","[8389336.75301831, 8389313.764664557, 8389312.319557669, 8389335.307906922, 8389336.75301831]"
"POLYGON ((1951784.669586808 8389153.959793009, 1951816.596016768 8389157.138960201, 1951818.722219042 8389135.796325658, 1951786.806921031 8389132.59493581, 1951784.669586808 8389153.959793009))",residential,"[1951784.6695868084, 1951816.5960167677, 1951818.7222190418, 1951786.8069210313, 1951784.6695868084]","[8389153.959793009, 8389157.138960201, 8389135.796325658, 8389132.59493581, 8389153.959793009]"
"POLYGON ((1952805.324602045 8387545.921654851, 1952835.870670318 8387542.254187151, 1952838.063664287 8387560.480408273, 1952807.517596013 8387564.147885044, 1952805.324602045 8387545.921654851))",residential,"[1952805.3246020447, 1952835.8706703184, 1952838.0636642869, 1952807.5175960131, 1952805.3246020447]","[8387545.921654851, 8387542.254187151, 8387560.480408273, 8387564.147885044, 8387545.921654851]"
"POLYGON ((1951573.440853028 8389162.118917158, 1951568.09751747 8389192.598994901, 1951589.248220721 8389196.289516155, 1951594.591556279 8389165.831655113, 1951573.440853028 8389162.118917158))",residential,"[1951573.4408530279, 1951568.09751747, 1951589.2482207208, 1951594.5915562788, 1951573.4408530279]","[8389162.118917158, 8389192.598994901, 8389196.289516155, 8389165.831655113, 8389162.118917158]"
"POLYGON ((1951976.450805547 8389397.359022008, 1951974.903464625 8389374.370479163, 1951996.410390246 8389372.947592985, 1951997.946599219 8389395.93613139, 1951976.450805547 8389397.359022008))",residential,"[1951976.4508055472, 1951974.903464625, 1951996.4103902462, 1951997.9465992195, 1951976.4508055472]","[8389397.359022008, 8389374.370479163, 8389372.947592985, 8389395.93613139, 8389397.359022008]"
"POLYGON ((1951697.005487809 8389277.370289838, 1951727.584951929 8389282.039075568, 1951730.824349112 8389260.80724052, 1951700.244884991 8389256.138468247, 1951697.005487809 8389277.370289838))",residential,"[1951697.0054878087, 1951727.5849519293, 1951730.8243491119, 1951700.2448849906, 1951697.0054878087]","[8389277.370289838, 8389282.039075568, 8389260.80724052, 8389256.138468247, 8389277.370289838]"
"POLYGON ((1952823.558734637 8387639.14262853, 1952818.493697805 8387608.802339545, 1952836.605378957 8387605.757203884, 1952841.670415789 8387636.119707684, 1952823.558734637 8387639.14262853))",residential,"[1952823.5587346368, 1952818.4936978053, 1952836.6053789572, 1952841.6704157887, 1952823.5587346368]","[8387639.14262853, 8387608.802339545, 8387605.757203884, 8387636.119707684, 8387639.14262853]"
"POLYGON ((1952363.608862577 8387389.40020218, 1952395.357181351 8387389.911414237, 1952395.501896689 8387381.198587511, 1952389.112157918 8387381.109681164, 1952390.392332062 8387300.583202306, 1952365.033752059 8387300.183128154, 1952364.866772823 8387310.696195086, 1952364.488286554 8387334.589584799, 1952364.143196132 8387355.749190883, 1952363.80923766 8387376.664365434, 1952363.608862577 8387389.40020218))",residential,"[1952363.608862577, 1952395.3571813512, 1952395.501896689, 1952389.1121579176, 1952390.3923320617, 1952365.0337520593, 1952364.866772823, 1952364.4882865543, 1952364.1431961325, 1952363.8092376604, 1952363.608862577]","[8387389.40020218, 8387389.911414237, 8387381.198587511, 8387381.109681164, 8387300.583202306, 8387300.183128154, 8387310.6961950855, 8387334.5895847995, 8387355.749190883, 8387376.664365434, 8387389.40020218]"
"POLYGON ((1952580.169799966 8389119.744926659, 1952593.695118098 8389075.392558584, 1952567.612961405 8389067.433615522, 1952564.696390746 8389076.971009206, 1952561.167562888 8389088.531502951, 1952556.826102747 8389102.759827841, 1952554.076511324 8389111.785935687, 1952580.169799966 8389119.744926659))",residential,"[1952580.1697999663, 1952593.6951180976, 1952567.612961405, 1952564.6963907462, 1952561.1675628878, 1952556.8261027467, 1952554.0765113244, 1952580.1697999663]","[8389119.74492666, 8389075.392558584, 8389067.433615522, 8389076.971009206, 8389088.531502951, 8389102.759827841, 8389111.785935687, 8389119.74492666]"
"POLYGON ((1952321.674810395 8387385.088241029, 1952347.144709888 8387385.266053804, 1952347.567723954 8387320.475805694, 1952322.09782446 8387320.29799448, 1952322.031032766 8387330.988901576, 1952321.886317428 8387351.592834892, 1952321.752734039 8387372.796942922, 1952321.674810395 8387385.088241029))",residential,"[1952321.6748103953, 1952347.1447098884, 1952347.5677239539, 1952322.09782446, 1952322.0310327655, 1952321.8863174277, 1952321.7527340385, 1952321.6748103953]","[8387385.088241029, 8387385.266053804, 8387320.475805694, 8387320.2979944805, 8387330.988901576, 8387351.592834892, 8387372.796942922, 8387385.088241029]"
"POLYGON ((1952616.615801252 8389041.756078498, 1952660.843034944 8389057.318211472, 1952653.585004144 8389077.94920413, 1952641.940985407 8389073.83633999, 1952627.970389313 8389068.923137734, 1952614.155640505 8389064.076633736, 1952609.357770452 8389062.38702759, 1952616.615801252 8389041.756078498))",residential,"[1952616.615801252, 1952660.843034944, 1952653.585004144, 1952641.9409854074, 1952627.9703893128, 1952614.1556405053, 1952609.357770452, 1952616.615801252]","[8389041.756078498, 8389057.318211472, 8389077.94920413, 8389073.83633999, 8389068.923137734, 8389064.076633736, 8389062.38702759, 8389041.756078498]"
"POLYGON ((1952209.197596897 8388946.04968337, 1952253.424830589 8388961.611614207, 1952246.16679979 8388982.242338894, 1952234.522781053 8388978.151759584, 1952220.552184958 8388973.238621125, 1952206.737436151 8388968.369948693, 1952201.939566098 8388966.702595862, 1952209.197596897 8388946.04968337))",residential,"[1952209.1975968974, 1952253.4248305894, 1952246.1667997898, 1952234.522781053, 1952220.5521849585, 1952206.737436151, 1952201.939566098, 1952209.1975968974]","[8388946.04968337, 8388961.611614207, 8388982.242338894, 8388978.151759584, 8388973.238621125, 8388968.369948693, 8388966.702595862, 8388946.04968337]"
"POLYGON ((1952113.507362612 8389221.078306207, 1952122.524241366 8389192.6879231, 1952135.771260771 8389196.889781831, 1952149.986759745 8389201.402892027, 1952161.508327042 8389205.0711856, 1952169.222767754 8389207.516715663, 1952160.217020949 8389235.907155905, 1952113.507362612 8389221.078306207))",residential,"[1952113.5073626116, 1952122.5242413657, 1952135.7712607705, 1952149.9867597448, 1952161.5083270415, 1952169.222767754, 1952160.2170209487, 1952113.5073626116]","[8389221.078306207, 8389192.6879231, 8389196.88978183, 8389201.402892027, 8389205.0711856, 8389207.516715663, 8389235.907155905, 8389221.078306207]"
"POLYGON ((1952470.776136364 8387751.258303892, 1952470.753872466 8387764.683848057, 1952470.709344669 8387785.577955518, 1952470.687080771 8387803.782550629, 1952470.664816872 8387817.252646292, 1952446.386035931 8387817.20819049, 1952446.497355421 8387751.213848488, 1952470.776136364 8387751.258303892))",residential,"[1952470.7761363636, 1952470.7538724656, 1952470.7093446692, 1952470.6870807712, 1952470.6648168724, 1952446.3860359306, 1952446.4973554213, 1952470.7761363636]","[8387751.258303892, 8387764.683848057, 8387785.577955518, 8387803.782550629, 8387817.252646292, 8387817.2081904905, 8387751.213848488, 8387751.258303892]"
"POLYGON ((1952356.161588643 8387740.877974428, 1952354.636511619 8387754.192361123, 1952352.254274516 8387774.953072197, 1952350.172600038 8387793.046501916, 1952348.636391065 8387806.427666481, 1952324.52458936 8387803.649183466, 1952332.049786937 8387738.099516134, 1952356.161588643 8387740.877974428))",residential,"[1952356.161588643, 1952354.636511619, 1952352.2542745157, 1952350.1726000383, 1952348.636391065, 1952324.5245893595, 1952332.049786937, 1952356.161588643]","[8387740.877974428, 8387754.192361123, 8387774.953072197, 8387793.046501916, 8387806.427666481, 8387803.649183466, 8387738.099516134, 8387740.877974428]"
"POLYGON ((1952442.367402313 8389133.639833733, 1952455.903852393 8389089.265150283, 1952429.810563752 8389081.306192232, 1952426.905125042 8389090.86583562, 1952423.376297184 8389102.426351164, 1952419.034837043 8389116.654702887, 1952416.28524562 8389125.680827757, 1952442.367402313 8389133.639833733))",residential,"[1952442.367402313, 1952455.9038523934, 1952429.810563752, 1952426.9051250417, 1952423.376297184, 1952419.034837043, 1952416.2852456202, 1952442.367402313]","[8389133.639833733, 8389089.265150283, 8389081.306192232, 8389090.86583562, 8389102.426351164, 8389116.654702887, 8389125.680827757, 8389133.639833733]"
"POLYGON ((1952338.962727315 8389117.832989499, 1952347.968474121 8389089.443004195, 1952361.215493525 8389093.667035801, 1952375.442124448 8389098.180082772, 1952386.963691745 8389101.826093176, 1952394.678132457 8389104.271588977, 1952385.672385652 8389132.661631418, 1952338.962727315 8389117.832989499))",residential,"[1952338.9627273153, 1952347.9684741206, 1952361.2154935247, 1952375.4421244483, 1952386.9636917454, 1952394.6781324574, 1952385.672385652, 1952338.9627273153]","[8389117.832989499, 8389089.443004195, 8389093.667035801, 8389098.180082772, 8389101.826093176, 8389104.271588977, 8389132.661631418, 8389117.832989499]"
"POLYGON ((1952681.381480995 8388984.487712204, 1952694.917931076 8388940.136158265, 1952668.824642434 8388932.1773613, 1952665.919203724 8388941.714579916, 1952662.390375866 8388953.274861453, 1952658.048915725 8388967.502925169, 1952655.299324303 8388976.528867329, 1952681.381480995 8388984.487712204))",residential,"[1952681.3814809953, 1952694.917931076, 1952668.824642434, 1952665.9192037245, 1952662.390375866, 1952658.048915725, 1952655.2993243027, 1952681.3814809953]","[8388984.487712204, 8388940.136158265, 8388932.1773613, 8388941.714579916, 8388953.274861453, 8388967.502925169, 8388976.528867329, 8388984.487712204]"
"POLYGON ((1952280.831689223 8389174.835608223, 1952294.368139304 8389130.482908547, 1952268.285982611 8389122.523905981, 1952265.369411952 8389132.061370971, 1952261.840584094 8389143.621951148, 1952257.499123953 8389157.850382419, 1952254.74953253 8389166.876557749, 1952280.831689223 8389174.835608223))",residential,"[1952280.8316892232, 1952294.3681393035, 1952268.2859826107, 1952265.3694119519, 1952261.8405840937, 1952257.4991239526, 1952254.74953253, 1952280.8316892232]","[8389174.835608223, 8389130.482908547, 8389122.523905981, 8389132.06137097, 8389143.621951148, 8389157.85038242, 8389166.876557749, 8389174.835608223]"
"POLYGON ((1952367.772211533 8388887.470424144, 1952376.789090287 8388859.103557436, 1952390.036109691 8388863.305225944, 1952404.262740614 8388867.818131829, 1952415.773175963 8388871.464028256, 1952423.487616675 8388873.931678686, 1952414.481869869 8388902.298602473, 1952367.772211533 8388887.470424144))",residential,"[1952367.7722115328, 1952376.789090287, 1952390.0361096913, 1952404.2627406144, 1952415.7731759625, 1952423.4876166745, 1952414.4818698692, 1952367.7722115328]","[8388887.470424144, 8388859.103557436, 8388863.305225944, 8388867.818131829, 8388871.464028256, 8388873.931678686, 8388902.298602473, 8388887.470424144]"
"POLYGON ((1952591.747027009 8387752.014045794, 1952591.724763111 8387765.417363593, 1952591.680235314 8387786.333700934, 1952591.657971416 8387804.53829792, 1952591.635707518 8387817.986167059, 1952567.356926576 8387817.963939158, 1952567.468246067 8387751.969590387, 1952591.747027009 8387752.014045794))",residential,"[1952591.7470270086, 1952591.7247631105, 1952591.6802353142, 1952591.6579714161, 1952591.635707518, 1952567.3569265758, 1952567.4682460667, 1952591.7470270086]","[8387752.0140457945, 8387765.417363593, 8387786.333700934, 8387804.53829792, 8387817.986167059, 8387817.963939158, 8387751.969590387, 8387752.0140457945]"
"POLYGON ((1952478.702084108 8389105.894509364, 1952487.707830913 8389077.504570058, 1952500.954850317 8389081.706363104, 1952515.181481241 8389086.219402757, 1952526.691916589 8389089.887638981, 1952534.41748925 8389092.333130816, 1952525.400610496 8389120.723127255, 1952478.702084108 8389105.894509364))",residential,"[1952478.7020841083, 1952487.7078309134, 1952500.9548503174, 1952515.181481241, 1952526.6919165892, 1952534.4174892502, 1952525.4006104958, 1952478.7020841083]","[8389105.894509364, 8389077.504570058, 8389081.706363104, 8389086.219402757, 8389089.88763898, 8389092.333130816, 8389120.723127255, 8389105.894509364]"
"POLYGON ((1952530.487911225 8387751.85845187, 1952530.465647327 8387765.283997124, 1952530.432251479 8387786.178106287, 1952530.398855632 8387804.382702881, 1952530.376591734 8387817.85279964, 1952506.108942741 8387817.808343836, 1952506.209130283 8387751.813996464, 1952530.487911225 8387751.85845187))",residential,"[1952530.487911225, 1952530.4656473268, 1952530.4322514795, 1952530.3988556322, 1952530.3765917341, 1952506.1089427413, 1952506.209130283, 1952530.487911225]","[8387751.85845187, 8387765.283997124, 8387786.178106287, 8387804.382702881, 8387817.85279964, 8387817.808343836, 8387751.813996464, 8387751.85845187]"
"POLYGON ((1952233.175815214 8389058.429793654, 1952277.403048906 8389073.991961837, 1952270.145018107 8389094.623001181, 1952258.500999369 8389090.532359481, 1952244.530403275 8389085.619146088, 1952230.715654468 8389080.750399394, 1952225.917784414 8389079.060789427, 1952233.175815214 8389058.429793654))",residential,"[1952233.1758152144, 1952277.4030489065, 1952270.1450181066, 1952258.5009993694, 1952244.5304032753, 1952230.7156544677, 1952225.9177844145, 1952233.1758152144]","[8389058.429793654, 8389073.991961837, 8389094.62300118, 8389090.53235948, 8389085.619146088, 8389080.750399394, 8389079.060789427, 8389058.429793654]"
"POLYGON ((1952330.123959746 8388978.240685195, 1952337.081427921 8388953.030316854, 1952396.659619394 8388969.481517456, 1952389.69101927 8388994.69194209, 1952375.553443939 8388990.779207392, 1952362.306424535 8388987.133251928, 1952348.591863269 8388983.331678335, 1952330.123959746 8388978.240685195))",residential,"[1952330.1239597462, 1952337.081427921, 1952396.6596193935, 1952389.6910192699, 1952375.553443939, 1952362.3064245346, 1952348.5918632688, 1952330.1239597462]","[8388978.240685195, 8388953.030316854, 8388969.481517456, 8388994.69194209, 8388990.779207392, 8388987.133251928, 8388983.331678335, 8388978.240685195]"
"POLYGON ((1952056.534047224 8389161.18517497, 1952070.070497304 8389116.810325637, 1952043.977208662 8389108.851337841, 1952041.071769952 8389118.41101696, 1952037.542942094 8389129.97157572, 1952033.201481953 8389144.199980631, 1952030.451890531 8389153.226139242, 1952056.534047224 8389161.18517497))",residential,"[1952056.5340472236, 1952070.0704973037, 1952043.977208662, 1952041.0717699523, 1952037.5429420942, 1952033.2014819535, 1952030.4518905308, 1952056.5340472236]","[8389161.18517497, 8389116.810325637, 8389108.85133784, 8389118.41101696, 8389129.97157572, 8389144.199980631, 8389153.226139242, 8389161.18517497]"
"POLYGON ((1952413.958668263 8387748.013060133, 1952412.500382933 8387761.349687459, 1952410.24059727 8387782.132646481, 1952408.259110334 8387800.248321688, 1952406.800825004 8387813.607271437, 1952382.666759401 8387810.98438089, 1952389.824602659 8387745.390192933, 1952413.958668263 8387748.013060133))",residential,"[1952413.9586682627, 1952412.500382933, 1952410.2405972702, 1952408.259110334, 1952406.8008250045, 1952382.6667594009, 1952389.8246026586, 1952413.9586682627]","[8387748.013060133, 8387761.349687459, 8387782.132646481, 8387800.248321688, 8387813.607271437, 8387810.98438089, 8387745.390192933, 8387748.013060133]"
"POLYGON ((1952151.990510579 8388997.582031548, 1952165.571488455 8388954.742129257, 1952196.061896984 8388964.412765244, 1952194.703799196 8388968.68118793, 1952190.139700074 8388983.087132737, 1952185.575600951 8388997.493105704, 1952182.480919107 8389007.25272377, 1952151.990510579 8388997.582031548))",residential,"[1952151.9905105787, 1952165.5714884554, 1952196.061896984, 1952194.7037991963, 1952190.1397000735, 1952185.575600951, 1952182.4809191073, 1952151.9905105787]","[8388997.582031548, 8388954.742129257, 8388964.412765244, 8388968.68118793, 8388983.087132737, 8388997.493105704, 8389007.25272377, 8388997.582031548]"
"POLYGON ((1952517.519190548 8388930.732329251, 1952531.100168425 8388887.892815618, 1952561.590576953 8388897.563363871, 1952560.232479165 8388901.831747832, 1952555.668380043 8388916.215330727, 1952551.093148971 8388930.643404214, 1952547.998467127 8388940.402933737, 1952517.519190548 8388930.732329251))",residential,"[1952517.5191905478, 1952531.1001684247, 1952561.5905769528, 1952560.2324791653, 1952555.6683800428, 1952551.093148971, 1952547.9984671269, 1952517.5191905478]","[8388930.732329251, 8388887.892815618, 8388897.56336387, 8388901.831747832, 8388916.215330727, 8388930.643404214, 8388940.402933737, 8388930.732329251]"
"POLYGON ((1952219.32767056 8389235.440280121, 1952232.86412064 8389191.087215643, 1952206.770831998 8389183.128147615, 1952203.865393289 8389192.66569105, 1952200.33656543 8389204.248598399, 1952195.995105289 8389218.454914613, 1952193.245513867 8389227.481164183, 1952219.32767056 8389235.440280121))",residential,"[1952219.3276705595, 1952232.8641206403, 1952206.7708319982, 1952203.8653932887, 1952200.3365654303, 1952195.9951052894, 1952193.2455138671, 1952219.3276705595]","[8389235.44028012, 8389191.087215643, 8389183.128147615, 8389192.66569105, 8389204.248598399, 8389218.454914613, 8389227.481164183, 8389235.44028012]"
"POLYGON ((1952532.12430774 8387598.844528338, 1952532.024120198 8387609.735885039, 1952531.823745114 8387631.096327258, 1952531.623370031 8387652.456831407, 1952531.422994948 8387673.817397468, 1952531.311675457 8387685.597965077, 1952508.05703383 8387685.37569004, 1952508.858534164 8387598.622255924, 1952532.12430774 8387598.844528338))",residential,"[1952532.1243077395, 1952532.0241201979, 1952531.8237451145, 1952531.6233700311, 1952531.4229949478, 1952531.311675457, 1952508.05703383, 1952508.8585341638, 1952532.1243077395]","[8387598.844528338, 8387609.735885039, 8387631.096327258, 8387652.456831407, 8387673.817397468, 8387685.597965077, 8387685.37569004, 8387598.622255924, 8387598.844528338]"
"POLYGON ((1952164.859043715 8389155.738347916, 1952171.816511889 8389130.527372271, 1952231.394703361 8389146.978969172, 1952224.426103238 8389172.190001106, 1952210.288527907 8389168.299404129, 1952197.041508503 8389164.631128864, 1952183.326947237 8389160.851695647, 1952169.601254022 8389157.050032428, 1952164.859043715 8389155.738347916))",residential,"[1952164.8590437146, 1952171.8165118892, 1952231.3947033614, 1952224.4261032378, 1952210.2885279073, 1952197.041508503, 1952183.3269472371, 1952169.6012540224, 1952164.8590437146]","[8389155.738347916, 8389130.52737227, 8389146.978969172, 8389172.190001106, 8389168.29940413, 8389164.631128864, 8389160.851695647, 8389157.050032428, 8389155.738347916]"
"POLYGON ((1952358.788728626 8387588.042096579, 1952356.083664999 8387598.600028679, 1952350.784857238 8387619.293619482, 1952345.474917527 8387639.987268391, 1952340.176109765 8387660.680975419, 1952337.248407157 8387672.083655143, 1952314.71734222 8387666.304517014, 1952336.257663689 8387582.285251556, 1952358.788728626 8387588.042096579))",residential,"[1952358.7887286255, 1952356.0836649993, 1952350.7848572377, 1952345.474917527, 1952340.1761097647, 1952337.2484071571, 1952314.7173422205, 1952336.257663689, 1952358.7887286255]","[8387588.0420965785, 8387598.600028679, 8387619.293619482, 8387639.987268391, 8387660.680975419, 8387672.083655143, 8387666.304517014, 8387582.285251556, 8387588.0420965785]"
"POLYGON ((1952482.509210693 8387576.661774076, 1952507.93458239 8387576.86181865, 1952508.702686877 8387488.420416758, 1952483.27731518 8387488.198147674, 1952483.188259587 8387498.622575087, 1952482.976752555 8387522.516574144, 1952482.798641369 8387543.676719858, 1952482.609398235 8387564.570200671, 1952482.509210693 8387576.661774076))",residential,"[1952482.509210693, 1952507.9345823904, 1952508.7026868765, 1952483.2773151798, 1952483.188259587, 1952482.9767525548, 1952482.7986413694, 1952482.6093982346, 1952482.509210693]","[8387576.661774076, 8387576.86181865, 8387488.420416758, 8387488.198147674, 8387498.6225750875, 8387522.516574144, 8387543.676719858, 8387564.570200671, 8387576.661774076]"
"POLYGON ((1952436.523129046 8387574.861373101, 1952461.948500744 8387575.083644803, 1952462.71660523 8387486.620037347, 1952437.291233533 8387486.397768314, 1952437.20217794 8387496.822193173, 1952436.990670908 8387520.716186399, 1952436.812559723 8387541.898554018, 1952436.634448537 8387562.792029784, 1952436.523129046 8387574.861373101))",residential,"[1952436.5231290462, 1952461.9485007438, 1952462.71660523, 1952437.2912335328, 1952437.2021779404, 1952436.9906709078, 1952436.812559723, 1952436.6344485371, 1952436.5231290462]","[8387574.861373101, 8387575.083644803, 8387486.620037347, 8387486.397768314, 8387496.822193173, 8387520.716186399, 8387541.898554018, 8387562.792029784, 8387574.861373101]"
"POLYGON ((1952390.436859858 8389053.472138407, 1952397.394328032 8389028.261512663, 1952456.972519505 8389044.712881237, 1952450.003919382 8389069.92356327, 1952435.866344051 8389066.033020284, 1952422.619324646 8389062.364795929, 1952408.904763381 8389058.58541517, 1952395.179070166 8389054.783804717, 1952390.436859858 8389053.472138407))",residential,"[1952390.436859858, 1952397.3943280324, 1952456.9725195053, 1952450.0039193816, 1952435.866344051, 1952422.6193246464, 1952408.9047633805, 1952395.1790701658, 1952390.436859858]","[8389053.472138407, 8389028.261512663, 8389044.712881237, 8389069.92356327, 8389066.033020284, 8389062.364795929, 8389058.58541517, 8389054.783804717, 8389053.472138407]"
"POLYGON ((1952484.368246189 8389049.070276901, 1952503.604254198 8388990.779207392, 1952534.718051875 8389001.050140405, 1952532.736564939 8389007.074871838, 1952528.450764544 8389020.058073681, 1952523.920061269 8389033.797171772, 1952519.456149688 8389047.313979363, 1952515.482043866 8389059.341291169, 1952484.368246189 8389049.070276901))",residential,"[1952484.3682461893, 1952503.6042541985, 1952534.7180518752, 1952532.736564939, 1952528.4507645438, 1952523.9200612686, 1952519.4561496878, 1952515.482043866, 1952484.3682461893]","[8389049.070276901, 8388990.779207392, 8389001.050140405, 8389007.074871838, 8389020.05807368, 8389033.797171772, 8389047.313979363, 8389059.341291169, 8389049.070276901]"
"POLYGON ((1952479.414528849 8388840.296118243, 1952486.371997024 8388815.086221853, 1952545.950188496 8388831.537114484, 1952538.981588373 8388856.747067157, 1952524.844013042 8388852.834405702, 1952511.596993638 8388849.1885185, 1952497.882432372 8388845.387016073, 1952484.156739157 8388841.607746605, 1952479.414528849 8388840.296118243))",residential,"[1952479.414528849, 1952486.3719970237, 1952545.9501884964, 1952538.9815883727, 1952524.8440130418, 1952511.5969936377, 1952497.8824323718, 1952484.156739157, 1952479.414528849]","[8388840.296118243, 8388815.086221853, 8388831.537114484, 8388856.747067157, 8388852.834405702, 8388849.1885185, 8388845.387016073, 8388841.607746605, 8388840.296118243]"
"POLYGON ((1951934.294114383 8389192.02096162, 1951943.489104323 8389162.87480377, 1951953.663705782 8389166.076206781, 1951968.780892631 8389170.856081912, 1951982.873940166 8389175.302480169, 1951994.762861782 8389179.037456773, 1952000.607135049 8389180.882713772, 1951991.41214511 8389210.051174952, 1951934.294114383 8389192.02096162))",residential,"[1951934.2941143834, 1951943.4891043233, 1951953.6637057816, 1951968.780892631, 1951982.8739401656, 1951994.7628617825, 1952000.6071350493, 1951991.4121451098, 1951934.2941143834]","[8389192.02096162, 8389162.87480377, 8389166.076206781, 8389170.856081912, 8389175.302480169, 8389179.037456773, 8389180.882713772, 8389210.051174952, 8389192.02096162]"
